text_en,text_de,text_fr,text_es,intent,intent_index
Show me the movie times for Caribbean Cinemas in 1 second .,Zeigen Sie mir die Movie-Zeiten für Caribbean Cinemas in 1 second.,Montrez-moi les heures de movie pour les cinémas de Caribbean en 1 seconde.,Muéstrame los diezmos de los cinemas del Caribe en 1second.,SearchScreeningEvent,6
where can i watch Wartime Romance in the morning,Ich kann Wartime Romance am Morgen beobachten.,Qu'est-ce que je peux regarder Wartime Romance dans le matin,¿Puedo ver Wartime Romance en la mañana?,SearchScreeningEvent,6
I need the movie schedules for Century Theatres,Ich brauche die Movie-Schedules für Century Theatres,J'ai besoin de la movie schedules pour les théâtres Century,Necesito los schedules de los siglos para los teatros del siglo.,SearchScreeningEvent,6
Can i get the showtimes for movies around here?,Kann ich die Showzeiten für Movies rund um Here bekommen?,Je peux faire le showtimes pour les movies autour d'un here?,¿Puedo conseguir los tiempos del espectáculo para los cines por aquí?,SearchScreeningEvent,6
Give me showtimes for films in the neighbourhood.,Gib mir Showtimes für Filme im Neighbourhood.,Donne-moi des showtimes pour les films dans le voisinage.,Dame tiempos de espectáculo para películas en el barrio.,SearchScreeningEvent,6
where's the nearest movie house playing No Trains No Planes,Das nearest movie house spielt keine Züge keine Flugzeuge,Qu'est-ce que la maison la plus nearest movie jouer Pas de trains Pas d'avions,where's la casa más nerante de cine No Trains No Planes,SearchScreeningEvent,6
whats the movie schedules for General Cinema Corporation,was ist das movie schedules für General Cinema Corporation,whats the movie schedules for General Cinema Corporation,Whats los schedules de la Corporación General de Cinema de la década de los noventa,SearchScreeningEvent,6
What are the movie times for animated movies playing close by,Was sind die movie Zeiten für animierte movies spielen close von,C'est le temps des movies pour les movies animées qui jouent à proximité,What are los diezmos de la década de los noventa para los años noventa que juegan cerca de,SearchScreeningEvent,6
Is Flow: For Love of Water playing at Southern Theatres at 2 am,Is Flow: Für die Liebe zum Wasser spielen in Southern Theatern um 2 Uhr morgens,Is Flow: Pour l'amour de l'eau jouer aux théâtres du Sud à 2h,Is Flow: Por amor al agua jugando at Southern Theatres at 2 am,SearchScreeningEvent,6
can I get the movie schedules for Goodrich Quality Theaters,kann ich die Movie-Schedules für Goodrich Quality Theaters bekommen,Puis-je m'occuper des schedules de movie pour les théatres de qualité Goodrich,¿Puedo conseguir los schedules de los estudios de calidad Goodrich?,SearchScreeningEvent,6
List films at the nearest movie house,Filme im nearest movie house auflisten,Films de list à la maison de movie la plus proche,List films at the nearest movie house,SearchScreeningEvent,6
Show me the nearest movie house showing He Won a Ranch,"Zeig mir das nearest movie house, das He Won eine Ranch zeigt",Montrez-moi la maison la plus nearest qui montre He Won a Ranch,Muéstrame la casa más nerante de la década de los noventa mostrando a He Won a Ranch,SearchScreeningEvent,6
Please find the schedule for Jappeloup at Bow Tie Cinemas.,Please find das Schedule für Jappeloup im Bow Tie Cinemas.,S'il vous plaît find le schedule pour Jpeloup au Bow Tie Cinemas.,Please buscar el schedule para Jappeloup at Bow Tie Cinemas.,SearchScreeningEvent,6
What time is Cold Prey 3 playing at cinema,Was time ist Cold Prey 3 spielen im Cinema,What time est Cold Prey 3 jouer à la cinema,What time es Cold Prey 3 jugando at cinema,SearchScreeningEvent,6
I'm wondering when I can see Hurry Sundown.,"Ich wackele, weil ich Hurry Sundown sehen kann.",Je suis en train de me vanter de ce que je peux faire Hurry Sundown.,Me estoy menguando cuando puedo ver a Hurry Sundown.,SearchScreeningEvent,6
find The World Is Ours at a movie theatre,find The World Is Ours an einem movie theatre,Le monde est à nous dans un théâtre de movie,Find The World Is Ours at a theatre de los años noventa,SearchScreeningEvent,6
What movie house is playing Something for the Birds,Was movie house ist spielen Something für die Vögel,What movie house joue du Dangething pour les oiseaux,What movie house está jugando Something para los Pájaros,SearchScreeningEvent,6
show the animated movies playing at Consolidated Theatres,Show the animated movies playing at Consolidated Theatres,montrer les movies animées jouant au Consolidated Theatres,mostrar a los indigentes de los cines jugando at Consolidated Theatres,SearchScreeningEvent,6
what animated movies are showing at Star Theatres,was animierte Movies in Star Theatres zeigen,Les movies animées qui se présentent aux théâtres étoilés,¿Qué es lo que se ha modificado en los años noventa que muestran at Star Theatres?,SearchScreeningEvent,6
I'd like to see movie schedules for Kerasotes Theatres,Ich würde gerne Movie-Schedules für die Kerasotes-Theater sehen,J'ai l'habitude de faire des schedules pour les théâtres Kerasotes,Me like a see movie schedules para Kerasotes Theatres,SearchScreeningEvent,6
For the Star Theatres is The Belles of St. Clements playing in 8 minutes,Für die Star Theatres ist die Belles of St. Clements spielen in 8 Minuten,"Pour les Star Theatres, les Belles de St. Cléments jouent en 8 minutes",Para el Teatro de las Estrellas son las Belles de St. Clements jugando en 8 minutas,SearchScreeningEvent,6
What is the nearest movie house playing The Miracle Rider,Was ist das nearest movie house spielen The Miracle Rider,What est la maison la plus nearest movie jouant The Miracle Rider,What es la casa más neare de jugar El Miracle Rider,SearchScreeningEvent,6
Find me the movie schedule for Great Escape Theatres,Findet mir das Movie Schedule für große Fluchttheater,Find me the movie schedule for Great Escape Theatres,Find me el schedule de la década de los noventa para grandes teatros de escape,SearchScreeningEvent,6
what are the movie times for Consolidated Theatres,was sind die movie times für konsolidierte Theater,Les temps de la movie pour les théâtres consolidés,What are los diezmos de la década de los noventa para los Teatros Consolidados,SearchScreeningEvent,6
find the movie schedule,Das Movie-Schedule,"Le problème de la mobilité des travailleurs a été résolu par le Conseil de l'Europe, le Conseil de l'Europe et le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe, le Conseil de l'Europe et le Conseil de l'Europe.",find el schedule de la década de los noventa,SearchScreeningEvent,6
Find the schedule for for films at Star Theatres.,Findet das Schedule für Filme in Star Theatres.,Find le schedule pour les films au Star Theatres.,Find el schedule para las películas at Star Theatres.,SearchScreeningEvent,6
What films are playing at Marcus Corporation?,Welche Filme spielen bei Marcus Corporation?,Les films de What ont joué à Marcus Corporation?,¿What films are playing at Marcus Corporation?,SearchScreeningEvent,6
What is the 7 A.M. movie schedules at Amco Entertainment,Was ist die 7 A.M. movie schedules bei Amco Entertainment,What est le 7 A.M. movie schedules à Amco Entertainment,What es el 7 A.M. de los schedules at Amco Entertainment,SearchScreeningEvent,6
what movies are showing in the neighborhood,was movies zeigen in der neighborhood,Qu'est-ce que les movies sont en train de montrer dans le voisinage,¿Qué es lo que se muestra en el vecindario?,SearchScreeningEvent,6
what films are at Kerasotes Theatres,was Filme in den Kerasotes Theatern sind,Les films de what are au Kerasotes Theatres,what films are at Kerasotes Theatres,SearchScreeningEvent,6
Find the movie schedules at the Neighborhood Cinema Group,Finden Sie die movie schedules bei der Neighborhood Cinema Group,Find the movie schedules at the Neighborhood Cinema Group,Find the schedules de los años noventa at the Neighborhood Cinema Group,SearchScreeningEvent,6
When is Beneath the Harvest Sky playing?,When spielt Beneath the Harvest Sky?,C'est Beneath le Harvest Sky qui joue?,¿When está jugando bajo el cielo Harvest?,SearchScreeningEvent,6
Show me the movie times for films nearby.,Zeigen Sie mir die Drehzeiten für Filme Nearby.,Montre-moi l'heure des films.,Muéstrame los diezmos para películas nearby.,SearchScreeningEvent,6
Show me animated movies that are playig at Great Escape Theatres,"Zeigen Sie mir animierte Movies, die in den Great Escape Theatres",Montrez-moi des movies animées qui ont des playig au Great Escape Theatres,Muéstrame los despistados que are playig at Great Escape Theatres,SearchScreeningEvent,6
find Endless Horizons,find Endlose Horizons,Find Horizons d'Endless,find Endless Horizons,SearchScreeningEvent,6
Where is the nearest cinema that is playing The Kid Brother,"Where ist das neareste Cinema, das den Kid Brother spielt",Where est la cinéma la plus nearrée qui joue Le Petit Brother,Where es el peor cinema que está tocando The Kid Brother.,SearchScreeningEvent,6
"When is Have Sword, Will Travel playing at the closest movie theatre?","When ist Have Sword, wird Travel beim closest movie theatre spielen?","When, c'est Have Sword, sera-t-il en train de jouer au théâtre de movie le plus prestigieux?","When es Have Sword, ¿Will Travel jugando al teatro más cercano?",SearchScreeningEvent,6
What time are movies showing around here,"Was für eine Zeit sind die Movies, die rund um",What time are movies showing around here,What time are movies mostrando por aquí,SearchScreeningEvent,6
Can you tell me the movies that are going to be scheduled at the closest movie house?,"Können Sie mir die Movies erzählen, die im Closest-Movie-Haus verarscht werden?",Peux-tu me dire les movies qui vont se faire piéger dans la maison de movie la plus exquise?,¿Me puedes decir los noventa que van a ser comprados en la casa más cercana de los noventa?,SearchScreeningEvent,6
what's the closest movie theatre showing Harbour Beat,was ist der closest movie theatre zeigt Harbour Beat,Qu'est-ce que le théâtre de movie le plus clos montrant Harbour Beat,¿Qué es lo más cercano al teatro que muestra a Harbour Beat?,SearchScreeningEvent,6
find films at Magic Johnson Theatres,Find Filme in Magic Johnson Theatern,Find films au Magic Johnson Theatres,Find films at Magic Johnson Theatres,SearchScreeningEvent,6
what films are showing at Cooper Foundation,was Filme bei der Cooper Foundation zeigen,Les films de what ont été présentés à la Fondation Cooper,What films are mostrando at Cooper Foundation,SearchScreeningEvent,6
Find the schedule for movies at Southern Theatres.,Findet das Schedule für Movies an Southern Theatres.,Find le schedule pour les movies aux théâtres du Sud.,Find the schedule para el at Southern Theatres de los años noventa.,SearchScreeningEvent,6
i want to watch Mister Cool,Ich möchte zu beobachten Mister Cool,Je veux regarder Mister Cool,Quiero ver Mister Cool,SearchScreeningEvent,6
Find the schedule for movies at Star Theatres.,Findet das Schedule für Movies in Star Theatres.,Find le schedule pour les movies au Star Theatres.,Find the schedule para el teatro de la estrella de los años noventa.,SearchScreeningEvent,6
What films and movie schedule are in the area,Was Filme und movie Schedule in der area sind,Films et films de what schedule are en area,Películas de What y cine en el area,SearchScreeningEvent,6
what animated movies are at Fox Theatres,was animierte movies sind in Fox Theatres,Les movies animées au Fox Theatres,¿Qué es lo que se ha modificado en los años noventa en los teatros Fox Theatres?,SearchScreeningEvent,6
Find the schedule for films in the neighborhood.,Findet das Schedule für Filme im Neighborhood.,Find le schedule pour les films dans le voisinage.,Find el schedule para películas en el vecindario.,SearchScreeningEvent,6
Whats the closest cinema that shows movies at 12 A.M.,"Was ist das Closest Cinema, das um 12 Uhr morgens Movies zeigt?",C'est le cinéma le plus fin qui montre les movies à 12h du matin.,Whats el cinema más cercano que muestra a los noventa at 12 A.M.,SearchScreeningEvent,6
What films are going to be shown at the nearest movie house?,Welche Filme werden im nearest movie house gezeigt?,Les films de What vont-ils être montrés à la maison de movie la plus proche?,What films are going to be shown at the nearest movie house?,SearchScreeningEvent,6
Is Race Gurram playing,Ist Rennen Gurram spielen,Is Race Gurram joue,Es Race Gurram jugando,SearchScreeningEvent,6
Is Blood Is Not Fresh Water playing at this movie theatre at 2 AM?,Is Blood Ist nicht Fresh Wasser spielen in diesem movie theatre um 2 Uhr morgens?,Is Blood Is Pas Fresh Water jouant dans ce théâtre de movie à 2h du matin?,Is Blood Is Not Fresh Water jugando at at at at at at at at at at at at at at at at at at at at at at 2 a.m.,SearchScreeningEvent,6
Find me The Twinkler playing at National Amusements in 2 minutes,Finde mich Das Twinkler-Spiel bei National Amusements in 2 Minuten,Find me The Twinkler jouer à National Amusements en 2 minutes,Find me The Twinkler jugando at Nacional Atracciones en 2 minutas,SearchScreeningEvent,6
Find the movie schedule for animated movies around here.,Findet das Movie-Schedule für animierte Movies rund um Here.,Find the movie schedule for animated movies around here.,Find el schedule de la década de los noventa por aquí.,SearchScreeningEvent,6
what animated movies are in the neighbourhood,was animierte movies sind in der neighbourhood,Les movies animées sont dans le voisinage,¿Qué es lo que se ha modificado en el barrio?,SearchScreeningEvent,6
What are movie times for animated movies close by?,Was sind Movie Zeiten für animierte Movies close by?,C'est l'heure des movies animées?,¿Qué hay de los diezmos are de los diezmos para los diezmos are de los diezmos are de los diezmos?,SearchScreeningEvent,6
find Kerasotes Theatres with movie times,find Kerasotes Theater mit movie times,Find Kerasotes Théâtres avec des temps de movie,find Kerasotes Theatres con diezmos de la década de los noventa,SearchScreeningEvent,6
find movie schedules for AMC Theaters,find movie schedules für AMC Theater,Find movie schedules pour AMC Theaters,schedules find para AMC Theaters,SearchScreeningEvent,6
Can you let me know when Troopers Three is scheduled?,"Können Sie mich wissen lassen, wo die Troopers Three ausgelöscht ist?",Peux-tu me laisser savoir que Troopers Three est schélégué?,¿Me puedes decir que Troopers Three es un schedul?,SearchScreeningEvent,6
find films in 12 hours at the nearest movie theatre,find films in 12 hours am nearest movie theatre,Find films en 12 hours au théâtre de movie le plus proche,find films en 12 hours at the nearest de los años noventa theatre,SearchScreeningEvent,6
Find the movie schedule for 20:45:24.,Findet das Movie-Schedule für 20:45:24.,Finissez le schedule de movie pour 20:45:24.,Find el schedule de la década de los noventa por 20:45:24.,SearchScreeningEvent,6
What cinema is showing Ice Station Zebra at 07:25 P.M.?,"Was für ein Cinema zeigt die Eisstation ""Zo"" in der 07:25 P.M.?",What cinema montre Ice Station Zebra à 07h25?,What cinema está mostrando Ice Station Zebra at 07:25 P.M.?,SearchScreeningEvent,6
find a movie schedule,Suche nach einem Movie Schedule,une schedule de movie,find un schedule de la década de los noventa,SearchScreeningEvent,6
Can i get the movie times for Fox Theatres?,Kann ich die Spielzeiten für Fox Theatres bekommen?,Est-ce que je peux prévoir les heures de la vie pour les théâtres Fox?,¿Puedo conseguir los diezmos para Fox Theatres?,SearchScreeningEvent,6
find animated movies at Amco Entertainment,find animierte movies bei Amco Entertainment,Animated movies chez Amco Entertainment,at Amco Entertainment at at Amco Entertainment at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at at a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,SearchScreeningEvent,6
find movie times,find movie times,temps de déplacement de la nageoire,find de los diezmos de la década de los noventa,SearchScreeningEvent,6
Show the movie schedule,Zeigen Sie das Movie Schedule,Afficher le schedule de la movie,Mostrar el schedule de la década de los noventa,SearchScreeningEvent,6
List films at Pacific Theatres,Filme im Pazifik-Theater auflisten,Films de list au Pacific Theatres,List films at Pacific Theatres,SearchScreeningEvent,6
show movie times in North American Cinemas,Show-Movie-Zeiten in nordamerikanischen Kinos,show movie times dans les cinémas nord-américains,mostrar diezmos en América del Norte Cinemas,SearchScreeningEvent,6
What movies are showing at the Showcase Cinemas,Was movies im Showcase Cinemas zeigen,What movies are montre aux cinémas Showcase,What movies are mostrando at el Showcasse Cinemas,SearchScreeningEvent,6
Find me the movie schedules at Fox Theatres,Findet mir die Movie-Schedules bei Fox Theatres,Find me les movie schedules au Fox Theatres,Find me los schedules de los noventa at Fox Theatres,SearchScreeningEvent,6
What animated movies are at Pacific Theatres,Was animierte Movies in Pacific Theatres sind,Les movies animées de What au Pacific Theatres,What modificado en los años noventa at Pacific Theatres,SearchScreeningEvent,6
Find time for College Rock Stars at any movie theatre,Zeit für College Rock Stars bei Any Movie theatre,Find temps pour College Rock Stars à any movie théatre,Find time for College Rock Stars at any 1991e theatre,SearchScreeningEvent,6
Where is the closest cinema that is playing The Honeymoon Killers,"Where ist das kloseste Cinema, das die Honeymoon-Mörder spielt",Where est la cinéma la plus précise qui joue les Killers Honeymoon,Where es el cine más cercano que está tocando The Honeymoon Killers,SearchScreeningEvent,6
Is The Happy Hooker Goes Hollywood at the movie house nearest me,Ist der glückliche Hooker geht Hollywood im movie house nearest me,Is The Happy Hooker Goes Hollywood à la maison de movie me rend fou,Es el Happy Hooker va a Hollywood at la casa de los noventa nerest me,SearchScreeningEvent,6
What films are showing at the closest movie theatre?,Welche Filme zeigen sich im closest movie theatre?,Qu'est-ce que c'est?,¿What films are mostrando at el teatro más cercano de la década de los noventa?,SearchScreeningEvent,6
Where is The Penthouse playing,Where ist das Penthouse-Spiel,Where est le jeu de Penthouse,Where es el juego Penthouse,SearchScreeningEvent,6
where is My Song Goes Forth playing,where is My Song Goes Forth spielen,Qu'est-ce que My Song Goes Forth jouer,¿Qué es mi Song Goes Forth jugando?,SearchScreeningEvent,6
"Is Love, Marilyn playing","Ist Liebe, Marilyn spielen","Is Love, Marilyn joue","Es amor, Marilyn jugando",SearchScreeningEvent,6
Where is the nearest movie house that is showing The Kingfisher Caper?,"Where ist das neareste Movie-Haus, das den Kingfisher Caper zeigt?",Where est la maison la plus proche qui montre le Kingfisher Caper?,Where es la casa más nerest de la década de los noventa que está mostrando The Kingfisher Caper?,SearchScreeningEvent,6
What movies are at North American Cinemas,Was movies in North American Cinemas sind,What movies are aux cinémas nord-américains,What movies are at North American Cinemas,SearchScreeningEvent,6
what movies are playing at Warren Theatres,was movies spielen in Warren Theatern,What movies are jouant au Warren Theatres,¿Qué es lo que toca Warren Theatres?,SearchScreeningEvent,6
what movies are close by,was movies sind close von,What movies are proche de,¿Qué es lo que hay cerca de aquí?,SearchScreeningEvent,6
Show the nearest movie house with The Expendables starting 1 minute from now,Show the nearest movie house with The Expendables starting 1 minute from now,Montrez la maison la plus nearest movie avec les Expendables à partir de 1 minute de now,Mostrar la casa más bonita de la ciudad con The Expendables 1 minuto desde la noche,SearchScreeningEvent,6
find movies in the neighbourhood with movie times,find movies in der neighbourhood mit movie times,les tourbières dans le voisinage avec les temps de la tourbière,en el barrio con los diezmos de la década de los noventa,SearchScreeningEvent,6
what films are at the nearest cinema,was Filme im nearesten Cinema sind,Les films de what are à la cinema la plus nearest,what films are at the nearest cinema,SearchScreeningEvent,6
what time can i see Mojave Phone Booth,was time kann ich sehen Mojave Phone Booth,L'heure peut-elle être Mojave Phone Booth,¿Qué puede time i see Mojave Teléfono Booth,SearchScreeningEvent,6
Please shoe me the movie schedule for today.,Please shoe mir die movie Schedule für heute.,"S'il vous plaît, faites-moi le schedule de movie pour aujourd'hui.","Por favor, dame el schedule de Nueva York.",SearchScreeningEvent,6
Is A Master of Craft playing at Wanda Group,Is A Master of Craft spielen bei Wanda Group,Is A Master of Craft jouer au Groupe Wanda,Es un maestro de Craft jugando at Wanda Group,SearchScreeningEvent,6
Find the movie schedules for nearby movies.,Findet die Movie-Schedules für nearby movies.,Find les movie schedules pour les movies néarby.,Find los schedules de los noventa para nearby de los noventa.,SearchScreeningEvent,6
Find time for The Thirty Nine Steps,Find time für die dicken neun Schritte,Find temps pour les pas de Nine Thirty,Find time for The Thirty Nine Steps,SearchScreeningEvent,6
What is the movie schedules for films in the neighborhood,Was ist das movie schedules für filme in der neighborhood,What est le schedules movie pour les films dans le voisinage,What es el schedules de los cines de los alrededores.,SearchScreeningEvent,6
find a movie house with Hollow Reed,Find ein movie house mit Hollow Reed,Find une maison de movie avec Hollow Reed,Find una casa de los noventa con Hollow Reed,SearchScreeningEvent,6
Let me know the movie times for films in the area.,Lassen Sie mich die Drehzeiten für Filme in der Area kennen.,Let me know the movie times for films in the area.,Déjame conocer los diezmos de los cines en el area.,SearchScreeningEvent,6
What time is The Message playing at Loews Cineplex?,Wann spielt The Message bei Loews Cineplex?,C'est l'heure du Message à Loews Cineplex?,What time es el mensaje jugando at Loews Cineplex?,SearchScreeningEvent,6
Fine movie schedules for Speakeasy Theaters.,Fine movie schedules für Speakeasy Theater.,Fine movie schedules pour Speakeasy Theaters.,Fine movie schedules para los Teatro Speakeasy.,SearchScreeningEvent,6
what animated movies are showing nearby,was animierte movies zeigen nearby,Les movies animées montrent une nébulosité,¿Qué es lo que no se puede ver en los cines de Nearby?,SearchScreeningEvent,6
Can I get the showtimes for The Kitchen Toto at Cineplex Odeon Corporation.,Kann ich die Showzeiten für den Kitchen Toto bei der Cineplex Odeon Corporation bekommen?,Puis-je organiser le spectacle pour The Kitchen Toto à Cineplex Odeon Corporation.,¿Puedo conseguir los tiempos del show para el Kitchen Toto at Cineplex Odeon Corporation?,SearchScreeningEvent,6
What time around here can I fins animated movies,Was für eine Zeit um Here kann ich animierte Movies flössen,L'heure de la baleine autour du hêtre peut-elle réduire les movies animées?,What time por aquí puedo aletas modificado de los años noventa,SearchScreeningEvent,6
does Red e Toby nemiciamici start thirteen hours from now,Does Red e Toby nemiciamici start thirteen hours aus now,oes Red e Toby nemicamici commencer thirteen hours à partir de now,hace Red e Toby nemiciamici start thirteen hours de now,SearchScreeningEvent,6
What is on the movie schedule for four AM at Landmark Theatres,Was ist auf dem movie Schedule für four AM an Landmark Theatern,What est sur le schedule de movie pour quatre AM au Landmark Theatres,What está en el schedule de la década de los noventa para el at at at Landmark Theatres,SearchScreeningEvent,6
What time is cinema playing The Village Priest?,Wann spielt Cinema The Village Priest?,Cinema joue à La Priest du Village?,What Time es el cinema jugando The Village Priest?,SearchScreeningEvent,6
Show me the movie schedule for Loews Cineplex.,Zeig mir das Movie-Schedule für Loews Cineplex.,Montre-moi le schedule de movie pour Loews Cineplex.,Muéstrame el schedule para Loews Cineplex.,SearchScreeningEvent,6
List movie times playing animated movies nearby,Liste movie times spielen animierte movies nearby,List movie times jouer animated movies nearby,List 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,SearchScreeningEvent,6
find Santikos Theatres showing animated movies,find Santikos Theater zeigen animierte Movies,Find Santikos Théâtres montrant des movies animées,find Santikos Theatres que muestran los años noventa,SearchScreeningEvent,6
Where is the nearest movie theatre that is playing The King Maker,"Where ist der nearest movie theatre, der spielt Der König Maker",Where est le théâtre de movie le plus néarest qui joue Le Roi Maker,Where es el teatro más nearest de los noventa que está tocando The King Maker.,SearchScreeningEvent,6
Can i get the showtimes for Man in Blues?,Kann ich die Show für Man in Blues bekommen?,Est-ce que je peux faire le showtimes pour l'homme en blues?,¿Puedo conseguir los showtimes para Man in Blues?,SearchScreeningEvent,6
I'd like the movie schedules nearby me for animated movies,Ich würde die movie schedules nearby mir für animierte movies,J'aimerais que les movie schedules me taquinent pour les movies animées.,Me gustaría like los schedules de los noventa nearby mí para los noventa deshuesados,SearchScreeningEvent,6
Advise me on the movie schedule of films that will be playing at 07:31:32 pm at a place close by.,"Beraten Sie mich auf dem movie Schedule von Filmen, die spielen wird bei 07:31:32 pm an einem Ort close durch.",Conseillez-moi sur le schedule de movie des films qui seront joués à 07:31:32 pm à un endroit proche.,Avíseme sobre el schedule de películas de la década de los noventa que tocarán at 07:31:32 pm at a place close by.,SearchScreeningEvent,6
What time will The Age of Success be showing?,Wann wird die Success-Age zeigen?,C'est l'âge de Succès qui va se manifester?,¿La edad de Success se está mostrando?,SearchScreeningEvent,6
What Pacific Theatres are playing animated movies,Was Pacific Theatres spielen animierte Movies,What Pacific Theatres are joue des movies animées,What Pacific Theatres are playing independizados de los años noventa,SearchScreeningEvent,6
find the nearest movies at a movie theatre,Finde die nearesten Movies an einem movie theatre,les movies les plus névralgiques d'un théatre de movie,find the nearest de los años noventa at un teatro de los años noventa,SearchScreeningEvent,6
Show me the animated movies starting at 10:56:18 a.m. at the nearest movie house,Zeigen Sie mir die animierten movies beginnend um 10:56:18 Uhr im nearest movie house,Montrez-moi les movies animées à partir de 10h56h18 à la maison de movie la plus proche,Muéstrenme la casa más bonita de la década de los noventa con el at 10:56:18 a.m.,SearchScreeningEvent,6
What animated movies are showing at Loews Cineplex,Was animierte Movies bei Loews Cineplex zeigen,Les movies animées de What montrent à Loews Cineplex,What modificado de los años noventa mostrando el at Loews Cineplex,SearchScreeningEvent,6
Find the schedule for Fear Chamber.,Findet das Schedule für Fear Chamber.,Finissez le schedule pour Fear Chamber.,Find el schedule para Fear Chamber.,SearchScreeningEvent,6
What films are showing at Kerasotes Theatres,Was Filme in den Kerasotes Theatern zeigen,What films are montrant au Kerasotes Theatres,What films are mostrando at Kerasotes Theatres,SearchScreeningEvent,6
what movies are playing in the neighborhood,was movies spielen in der neighborhood,Qu'est-ce que les movies sont en train de jouer dans le voisinage,¿Qué están jugando en el vecindario?,SearchScreeningEvent,6
What animated movies are playing at IMAX Corporation?,Welche animierten Movies spielen bei IMAX Corporation?,Des movies animées qui jouent à IMAX Corporation?,¿Qué hay de los que están jugando at IMAX Corporation?,SearchScreeningEvent,6
What time is See Grace Fly playing at Cineplex Odeon Corporation,"Wie spät ist es, Grace Fly bei der Cineplex Odeon Corporation zu spielen?",What time est See Grace Fly jouant à Cineplex Odeon Corporation,What time es See Grace Fly jugando at Cineplex Odeon Corporation,SearchScreeningEvent,6
Show movie schedules for Marcus Corporation,Show movie schedules für Marcus Corporation,Afficher les schedules de movie pour Marcus Corporation,Mostrar los schedules de la Corporación Marcus,SearchScreeningEvent,6
Can I get the showtimes for Fit for a King?,Kann ich die Showtimes für Fit for a King bekommen?,Est-ce que je peux parier les showtimes pour Fit pour un roi?,¿Puedo conseguir los showtimes de Fit para un rey?,SearchScreeningEvent,6
find a movie house for 07:52 showing Ganges: River to Heaven,Suchen Sie ein movie house für 07:52 Showing Ganges: Fluss nach Heaven,Find une maison de movie pour 07:52 montrant Ganges: Rivière à Heaven,Find una casa de la década de los noventa para 07:52 mostrando Ganges: Río a Heaven,SearchScreeningEvent,6
Can you tell me the movie times for Alamo Drafthouse Cinema,Können Sie mir die Filmzeiten für Alamo Drafthouse Cinema erzählen?,Pouvez-vous me téléphoner les heures de movie pour Alamo Drafthouse Cinema,¿Me puedes decir los diezmos de la década de los noventa para Alamo Drafthouse Cinema?,SearchScreeningEvent,6
what films are on the movie schedule around here,was Filme auf dem movie Schedule rund um Here sind,Les films sur la movie schedule autour de l'here,What films are en el movie schedule alrededor de aquí,SearchScreeningEvent,6
Can you give me the movie schedule for Amco Entertainment?,Kannst du mir das Movie Schedule für Amco Entertainment geben?,Peux-tu me donner le schedule de movie pour Amco Entertainment?,"¿Me puedes dar el ""Schedule"" de Amco Entertainment?",SearchScreeningEvent,6
What time is The Corner playing,Was für eine Zeit ist The Corner spielen,"C'est l'heure de la baleine, c'est le Corner qui joue.",What time es el Corner jugando,SearchScreeningEvent,6
